yearbuilt,taxvaluedollarcnt,calculatedfinishedsquarefeet,bathroomcnt,bedroomcnt
1908.0,369854.0,2086.0,0.0,0.0
1957.0,562744.0,4355.0,0.0,0.0
1909.0,55862.0,4567.0,0.0,0.0
1959.0,343796.0,2156.0,0.0,0.0
1955.0,73264.0,3159.0,0.0,0.0
1916.0,406553.0,6150.0,0.0,0.0
1993.0,318308.0,1045.0,0.0,0.0
,1835.0,,0.0,0.0
,122435.0,,0.0,0.0
,545506.0,,0.0,0.0
1972.0,5328.0,1200.0,0.0,0.0
1960.0,179934.0,7323.0,0.0,0.0
1919.0,285955.0,5085.0,0.0,0.0
,1015250.0,,0.0,0.0
,25381.0,,0.0,0.0
1936.0,2101824.0,10152.0,0.0,0.0
1942.0,402476.0,5482.0,0.0,0.0
1940.0,798094.0,5302.0,0.0,0.0
,181216.0,,0.0,0.0
,2171.0,,0.0,0.0
2015.0,1674500.0,2510.0,3.0,2.0
1924.0,2610776.0,6200.0,0.0,0.0
2006.0,8409871.0,18348.0,0.0,0.0
1950.0,820065.0,3086.0,4.0,4.0
,378.0,,0.0,0.0
1929.0,44476.0,2098.0,0.0,0.0
1923.0,48479.0,1377.0,0.0,0.0
1912.0,155331.0,2649.0,0.0,0.0
1947.0,184119.0,2440.0,0.0,0.0
1960.0,153191.0,2675.0,0.0,0.0
1932.0,235000.0,1564.0,0.0,0.0
1936.0,45505.0,1208.0,0.0,0.0
,62374.0,,0.0,0.0
,2.7864269E7,,0.0,0.0
1985.0,3841832.0,10030.0,0.0,0.0
,308788.0,,0.0,0.0
1926.0,269189.0,3084.0,0.0,0.0
1939.0,375895.0,2029.0,0.0,0.0
1951.0,44271.0,1902.0,0.0,0.0
1923.0,278632.0,1534.0,0.0,0.0
,9.0,,0.0,0.0
,9.0,,0.0,0.0
1947.0,203648.0,2875.0,0.0,0.0
,248736.0,,0.0,0.0
2004.0,1742687.0,9893.0,3.0,0.0
1973.0,6920.0,171.0,0.0,0.0
,1004.0,,0.0,0.0
1960.0,14166.0,203.0,0.0,0.0
2003.0,1092245.0,8360.0,0.0,0.0
1992.0,1288541.0,20089.0,0.0,0.0
,56417.0,,0.0,0.0
2005.0,659000.0,2166.0,3.0,3.0
,587254.0,3725.0,0.0,0.0
,59927.0,,0.0,0.0
,23448.0,,0.0,0.0
1925.0,331068.0,1464.0,0.0,0.0
1953.0,499165.0,2000.0,0.0,0.0
1952.0,1088800.0,8444.0,0.0,0.0
1950.0,169471.0,1244.0,1.0,3.0
1950.0,233266.0,1300.0,2.0,3.0
1951.0,290492.0,1222.0,2.0,3.0
2015.0,111923.0,1847.0,4.0,4.0
1969.0,226052.0,4880.0,0.0,0.0
1921.0,106027.0,1012.0,0.0,0.0
1978.0,1635612.0,7316.0,0.0,0.0
1950.0,527930.0,2082.0,0.0,0.0
2016.0,1303522.0,4144.0,4.0,4.0
1962.0,2586371.0,43486.0,0.0,0.0
,17648.0,,0.0,0.0
1981.0,,1120.0,0.0,0.0
1978.0,,1488.0,0.0,0.0
2000.0,,1296.0,0.0,0.0
1961.0,,740.0,0.0,0.0
1989.0,,912.0,0.0,0.0
1959.0,,480.0,0.0,0.0
1981.0,,1344.0,0.0,0.0
1970.0,,1152.0,0.0,0.0
2009.0,,2240.0,0.0,0.0
2010.0,,1716.0,0.0,0.0
1984.0,,1152.0,0.0,0.0
1978.0,,1680.0,0.0,0.0
1968.0,,1040.0,0.0,0.0
1972.0,,1248.0,0.0,0.0
2005.0,,1456.0,0.0,0.0
2000.0,,1196.0,0.0,0.0
1970.0,,1152.0,0.0,0.0
1999.0,,1344.0,0.0,0.0
2005.0,,1484.0,0.0,0.0
1964.0,,500.0,0.0,0.0
1981.0,,1120.0,0.0,0.0
2006.0,,2016.0,0.0,0.0
1991.0,,1440.0,0.0,0.0
1983.0,,932.0,0.0,0.0
1984.0,,1248.0,0.0,0.0
1982.0,,840.0,0.0,0.0
1982.0,,800.0,0.0,0.0
2000.0,,1248.0,0.0,0.0
1977.0,,1600.0,0.0,0.0
1998.0,,1248.0,0.0,0.0
1995.0,,1152.0,0.0,0.0
2005.0,,1248.0,0.0,0.0
2005.0,,1248.0,0.0,0.0
2003.0,,1728.0,0.0,0.0
1994.0,,960.0,0.0,0.0
1985.0,,784.0,0.0,0.0
1986.0,,924.0,0.0,0.0
1969.0,,920.0,0.0,0.0
1992.0,,1176.0,0.0,0.0
1983.0,,1056.0,0.0,0.0
1981.0,,1440.0,0.0,0.0
1965.0,,390.0,0.0,0.0
1989.0,,1440.0,0.0,0.0
1981.0,,1680.0,0.0,0.0
1983.0,,1344.0,0.0,0.0
1969.0,,1344.0,0.0,0.0
1974.0,,552.0,0.0,0.0
1978.0,,480.0,0.0,0.0
1980.0,,2496.0,0.0,0.0
1986.0,,616.0,0.0,0.0
1980.0,,1040.0,0.0,0.0
1994.0,,1296.0,0.0,0.0
1987.0,,800.0,0.0,0.0
1991.0,,1008.0,0.0,0.0
1967.0,,1120.0,0.0,0.0
1967.0,,800.0,0.0,0.0
1989.0,,800.0,0.0,0.0
1978.0,,1440.0,0.0,0.0
1978.0,,1792.0,0.0,0.0
1987.0,,1344.0,0.0,0.0
1990.0,,1056.0,0.0,0.0
2002.0,,1120.0,0.0,0.0
1963.0,,1211.0,0.0,0.0
1981.0,,560.0,0.0,0.0
1979.0,,720.0,0.0,0.0
1981.0,,1344.0,0.0,0.0
1975.0,,1440.0,0.0,0.0
1997.0,,960.0,0.0,0.0
2011.0,,1248.0,0.0,0.0
1978.0,,1040.0,0.0,0.0
1982.0,,480.0,0.0,0.0
1990.0,,456.0,0.0,0.0
1974.0,,960.0,0.0,0.0
1972.0,,1536.0,0.0,0.0
1972.0,,960.0,0.0,0.0
1991.0,,728.0,0.0,0.0
1980.0,,860.0,0.0,0.0
1978.0,,1776.0,0.0,0.0
1972.0,,1392.0,0.0,0.0
1997.0,,1080.0,0.0,0.0
1971.0,,1152.0,0.0,0.0
1981.0,,1744.0,0.0,0.0
1983.0,,1152.0,0.0,0.0
1991.0,,1680.0,0.0,0.0
1968.0,,432.0,0.0,0.0
1992.0,,840.0,0.0,0.0
1990.0,,1792.0,0.0,0.0
1971.0,,1344.0,0.0,0.0
1980.0,,1120.0,0.0,0.0
1990.0,,1344.0,0.0,0.0
1989.0,,1780.0,0.0,0.0
1968.0,,784.0,0.0,0.0
1971.0,,840.0,0.0,0.0
1992.0,,1440.0,0.0,0.0
2006.0,,1176.0,0.0,0.0
1969.0,,1344.0,0.0,0.0
1976.0,,1440.0,0.0,0.0
1971.0,,1440.0,0.0,0.0
1979.0,,960.0,0.0,0.0
1991.0,,784.0,0.0,0.0
1986.0,,600.0,0.0,0.0
1988.0,,960.0,0.0,0.0
1972.0,,1248.0,0.0,0.0
1984.0,,960.0,0.0,0.0
1968.0,,1344.0,0.0,0.0
1975.0,,1440.0,0.0,0.0
1981.0,,960.0,0.0,0.0
1973.0,,1536.0,0.0,0.0
1976.0,,1776.0,0.0,0.0
1999.0,,1596.0,0.0,0.0
1989.0,,1040.0,0.0,0.0
1998.0,,1512.0,0.0,0.0
1982.0,,1440.0,0.0,0.0
1980.0,,1344.0,0.0,0.0
1998.0,,1440.0,0.0,0.0
1999.0,,1456.0,0.0,0.0
2003.0,,1056.0,0.0,0.0
1985.0,,1120.0,0.0,0.0
1989.0,,1792.0,0.0,0.0
1985.0,,1200.0,0.0,0.0
1977.0,,1152.0,0.0,0.0
2002.0,71397.0,1036.0,0.0,0.0
1992.0,78945.0,1311.0,0.0,0.0
2013.0,537949.0,1821.0,2.5,3.0
2014.0,644990.0,2684.0,3.5,4.0
2014.0,934353.0,2284.0,2.5,3.0
1981.0,1623249.0,15341.0,0.0,0.0
2014.0,1170140.0,2342.0,3.0,3.0
2015.0,926448.0,2666.0,3.0,4.0
,154638.0,,0.0,0.0
2013.0,1422754.0,2642.0,3.0,4.0
,17021.0,,0.0,0.0
,17020.0,,0.0,0.0
,2716.0,,0.0,0.0
2014.0,947289.0,2393.0,3.5,4.0
2013.0,1697000.0,4092.0,5.5,5.0
2014.0,1009158.0,2536.0,3.0,4.0
,705409.0,,0.0,0.0
2015.0,1151781.0,3066.0,4.5,5.0
2013.0,637686.0,1970.0,2.0,2.0
2014.0,871722.0,2695.0,3.0,4.0
,7498.0,,0.0,0.0
,39814.0,,0.0,0.0
,20255.0,,0.0,0.0
,117794.0,,0.0,0.0
,132077.0,,0.0,0.0
2013.0,480477.0,1855.0,2.5,3.0
2015.0,791214.0,2052.0,2.5,3.0
2014.0,690166.0,1888.0,3.5,3.0
2014.0,865998.0,2164.0,3.0,4.0
2012.0,655718.0,1739.0,2.5,3.0
2014.0,639959.0,2245.0,3.0,4.0
2014.0,674728.0,1777.0,2.5,3.0
,165410.0,,0.0,0.0
2014.0,1009189.0,2380.0,4.0,4.0
2014.0,536878.0,1537.0,3.0,3.0
2014.0,3756049.0,3125.0,3.5,3.0
2013.0,741375.0,2376.0,2.5,3.0
2012.0,587490.0,2522.0,2.5,4.0
,572080.0,,0.0,0.0
1925.0,610000.0,3733.0,0.0,0.0
,75001.0,,0.0,0.0
,28370.0,,0.0,0.0
1960.0,93119.0,3280.0,0.0,0.0
1974.0,,1440.0,0.0,0.0
1971.0,,1368.0,0.0,0.0
1973.0,,900.0,0.0,0.0
1971.0,,1344.0,0.0,0.0
1967.0,,,0.0,0.0
1969.0,,660.0,0.0,0.0
1970.0,,1248.0,0.0,0.0
1975.0,,1296.0,0.0,0.0
1968.0,,,0.0,0.0
1976.0,,1536.0,0.0,0.0
1944.0,4000000.0,5044.0,4.0,4.0
1953.0,37548.0,725.0,1.0,2.0
1989.0,176899.0,693.0,1.0,1.0
1984.0,209415.0,2143.0,2.0,4.0
,7636050.0,,0.0,0.0
,2305418.0,,0.0,0.0
1987.0,125000.0,1018.0,2.0,2.0
2015.0,301410.0,1506.0,2.0,2.0
,229954.0,,0.0,0.0
2015.0,360577.0,2815.0,3.0,3.0
,50595.0,,0.0,0.0
1971.0,150502.0,1604.0,2.0,4.0
2013.0,682415.0,1530.0,3.0,3.0
2014.0,1337500.0,2224.0,4.0,4.0
,613941.0,,0.0,0.0
,496457.0,,0.0,0.0
2015.0,600478.0,1733.0,3.0,3.0
1921.0,107608.0,755.0,1.0,1.0
2015.0,350000.0,1978.0,4.0,4.0
2015.0,269040.0,1804.0,2.0,3.0
,223905.0,,0.0,0.0
2014.0,64819.0,,0.0,0.0
2015.0,64716.0,,0.0,0.0
,102517.0,,0.0,0.0
,406100.0,,0.0,0.0
,606800.0,,0.0,0.0
2014.0,893926.0,2064.0,3.0,4.0
,2091855.0,,0.0,0.0
1992.0,2583192.0,18226.0,0.0,0.0
1960.0,1158285.0,11592.0,0.0,0.0
,74773.0,,0.0,0.0
2014.0,,420.0,0.0,0.0
2014.0,519438.0,1245.0,2.5,2.0
2014.0,802412.0,1948.0,2.5,3.0
2014.0,478081.0,1225.0,2.0,2.0
2014.0,481865.0,1390.0,2.5,3.0
2015.0,900000.0,3207.0,4.5,5.0
2015.0,670927.0,2157.0,2.5,3.0
,11886.0,,0.0,0.0
,146076.0,,0.0,0.0
,762457.0,,0.0,0.0
2014.0,740472.0,1695.0,3.0,3.0
1989.0,2228473.0,4969.0,4.0,4.0
1932.0,794940.0,1800.0,2.0,3.0
1971.0,88731.0,780.0,1.0,2.0
1978.0,233424.0,1250.0,2.0,2.0
1950.0,313844.0,1404.0,1.0,2.0
1961.0,604790.0,1505.0,2.0,3.0
1961.0,61001.0,1181.0,2.0,3.0
1961.0,450938.0,2025.0,3.0,4.0
1967.0,369463.0,1620.0,2.5,4.0
1981.0,680000.0,2148.0,2.5,3.0
1966.0,610795.0,2840.0,4.0,4.0
1960.0,933239.0,3541.0,3.5,5.0
1982.0,872850.0,3760.0,5.0,4.0
1984.0,446000.0,1590.0,2.5,2.0
1929.0,195404.0,1089.0,1.0,2.0
1973.0,391993.0,1440.0,1.5,1.0
1995.0,517877.0,2468.0,2.5,2.0
1979.0,766586.0,2261.0,4.0,3.0
1951.0,436157.0,1444.0,2.0,3.0
1957.0,231404.0,1116.0,1.0,2.0
1958.0,287396.0,1197.0,2.0,3.0
1961.0,426408.0,1204.0,2.0,3.0
1947.0,222532.0,1411.0,1.0,2.0
1954.0,151363.0,1050.0,1.0,2.0
1962.0,853675.0,1754.0,2.0,2.0
1989.0,653582.0,1638.0,2.0,3.0
1950.0,230860.0,924.0,1.0,2.0
1956.0,123919.0,1023.0,2.0,3.0
1929.0,188886.0,1056.0,1.0,3.0
1961.0,465462.0,1583.0,2.0,3.0
1904.0,436874.0,2104.0,2.5,3.0
1963.0,173161.0,2245.0,2.0,4.0
1940.0,336780.0,1529.0,1.0,3.0
1980.0,940000.0,1304.0,2.0,2.0
1973.0,208226.0,1607.0,2.0,4.0
1987.0,675590.0,2266.0,2.0,3.0
1964.0,178107.0,1456.0,2.0,3.0
1966.0,297616.0,1746.0,2.0,3.0
1935.0,71287.0,1396.0,2.0,3.0
1962.0,70421.0,2141.0,3.0,6.0
1954.0,277986.0,2464.0,0.0,0.0
1928.0,62300.0,552.0,1.0,2.0
1955.0,188130.0,1080.0,1.0,3.0
1955.0,358000.0,1080.0,1.0,3.0
,185361.0,1900.0,0.0,0.0
1948.0,248915.0,704.0,1.0,1.0
1979.0,286606.0,1698.0,1.5,3.0
1959.0,185908.0,1058.0,1.0,3.0
1961.0,342979.0,2808.0,0.0,0.0
1937.0,275865.0,2941.0,0.0,0.0
1958.0,285106.0,1688.0,2.0,3.0
1958.0,54684.0,1066.0,2.0,3.0
1962.0,75493.0,1800.0,2.0,4.0
1965.0,319228.0,1963.0,2.5,3.0
1967.0,761000.0,1940.0,2.0,4.0
1973.0,704505.0,1844.0,2.0,4.0
1974.0,257624.0,1706.0,2.5,3.0
1928.0,148344.0,1176.0,1.0,3.0
1935.0,29940.0,1379.0,2.0,3.0
1928.0,265257.0,816.0,1.0,2.0
1952.0,183034.0,1019.0,1.0,3.0
1929.0,174474.0,870.0,1.0,2.0
1963.0,290073.0,1040.0,1.5,3.0
1963.0,42363.0,996.0,1.0,3.0
1978.0,392540.0,1536.0,2.0,4.0
1979.0,191627.0,1392.0,2.0,3.0
1985.0,159651.0,1263.0,2.5,2.0
1986.0,194734.0,1264.0,2.5,3.0
1988.0,460512.0,2162.0,2.5,3.0
1989.0,258888.0,986.0,2.0,2.0
1977.0,151152.0,2016.0,2.5,4.0
1978.0,250110.0,3046.0,2.5,4.0
1924.0,336350.0,1040.0,1.0,3.0
1926.0,161411.0,862.0,1.0,2.0
1981.0,177190.0,1306.0,2.0,3.0
1973.0,416408.0,1504.0,2.0,2.0
1927.0,859437.0,1469.0,0.0,0.0
1957.0,817802.0,1144.0,2.0,3.0
1925.0,427347.0,2408.0,3.0,4.0
1981.0,639606.0,1675.0,2.0,2.0
1930.0,475000.0,950.0,1.0,2.0
1940.0,489370.0,1400.0,2.5,3.0
1926.0,78250.0,1348.0,1.0,2.0
1944.0,470656.0,1475.0,2.0,3.0
1965.0,59137.0,1245.0,1.5,2.0
1948.0,586275.0,2597.0,3.0,3.0
1948.0,592930.0,1170.0,1.0,2.0
1927.0,410259.0,1767.0,2.0,3.0
1941.0,275142.0,1314.0,2.0,3.0
1954.0,336251.0,1500.0,0.0,0.0
1959.0,125332.0,2035.0,0.0,0.0
1944.0,228385.0,1527.0,3.0,5.0
1930.0,462900.0,1257.0,2.0,3.0
1939.0,202301.0,889.0,1.0,2.0
1925.0,40272.0,1038.0,1.0,2.0
1951.0,489000.0,1102.0,2.0,2.0
1955.0,117649.0,1293.0,2.0,4.0
1953.0,540000.0,1706.0,2.0,3.0
1968.0,428464.0,2028.0,0.0,0.0
2005.0,501758.0,1465.0,2.0,3.0
1952.0,485000.0,1239.0,1.0,3.0
1957.0,449645.0,1445.0,2.0,3.0
1956.0,454410.0,1766.0,2.0,3.0
1962.0,630185.0,3054.0,2.5,4.0
1948.0,222423.0,1026.0,1.0,2.0
1962.0,148906.0,2522.0,4.0,4.0
1956.0,354445.0,1763.0,1.5,4.0
1956.0,440000.0,1353.0,2.0,4.0
1958.0,160670.0,1737.0,2.5,4.0
1965.0,147341.0,1178.0,2.0,2.0
1965.0,304574.0,1459.0,2.0,3.0
1965.0,263964.0,1178.0,2.0,2.0
1965.0,218489.0,2003.0,1.5,4.0
1965.0,1190000.0,2954.0,2.5,4.0
,1313252.0,3002.0,4.0,4.0
1965.0,454002.0,2832.0,0.0,0.0
1956.0,56889.0,1148.0,1.0,3.0
1953.0,91072.0,1241.0,1.0,2.0
1952.0,62041.0,1037.0,1.0,4.0
1999.0,1507302.0,2472.0,2.5,3.0
1976.0,144057.0,2398.0,2.5,5.0
1957.0,69804.0,1441.0,2.0,3.0
1962.0,345935.0,1380.0,2.0,3.0
1962.0,108802.0,2185.0,2.0,4.0
1957.0,334758.0,1771.0,2.0,4.0
1957.0,234430.0,1373.0,2.0,3.0
1957.0,656866.0,1994.0,3.0,4.0
1958.0,373374.0,1275.0,2.0,3.0
1960.0,57884.0,1285.0,2.0,3.0
1962.0,283190.0,1561.0,2.0,4.0
1974.0,413519.0,1344.0,2.0,4.0
1981.0,132017.0,1399.0,2.5,2.0
1985.0,343168.0,1429.0,2.5,3.0
1990.0,243332.0,777.0,1.0,2.0
1965.0,491380.0,1638.0,2.0,3.0
1977.0,536000.0,1734.0,2.0,4.0
1995.0,688000.0,2230.0,3.0,3.0
1995.0,325175.0,1766.0,2.0,3.0
1995.0,614618.0,1866.0,2.5,4.0
1964.0,279663.0,1581.0,2.0,4.0
1964.0,61003.0,1669.0,2.0,4.0
1964.0,286062.0,1718.0,2.5,5.0
1964.0,321080.0,1988.0,3.0,4.0
1965.0,322201.0,2470.0,3.5,5.0
1986.0,610165.0,2457.0,3.0,4.0
1999.0,542833.0,2477.0,3.0,4.0
1998.0,642552.0,2048.0,3.0,4.0
1959.0,248859.0,1244.0,2.0,3.0
1959.0,257397.0,1244.0,2.0,3.0
1963.0,62620.0,1550.0,2.0,4.0
1968.0,79756.0,1854.0,3.0,4.0
1972.0,256779.0,1502.0,2.0,3.0
1968.0,442094.0,2343.0,2.5,4.0
1968.0,89939.0,2083.0,2.5,5.0
1975.0,207073.0,1502.0,2.0,3.0
1991.0,543458.0,2622.0,3.0,4.0
1960.0,445276.0,1556.0,2.0,3.0
1973.0,59965.0,1359.0,2.0,3.0
1974.0,87365.0,1350.0,2.0,3.0
1984.0,267669.0,1140.0,2.0,2.0
1987.0,328916.0,1274.0,2.0,2.0
1994.0,338324.0,2170.0,2.5,4.0
1989.0,350030.0,1433.0,2.0,3.0
1959.0,56979.0,1380.0,2.0,2.0
1954.0,52052.0,1331.0,2.0,3.0
1930.0,124310.0,1372.0,1.0,2.0
1963.0,262853.0,1492.0,2.0,4.0
1961.0,402471.0,2136.0,2.0,3.0
1963.0,433500.0,1895.0,2.0,4.0
1961.0,86131.0,1936.0,0.0,0.0
1984.0,96023.0,1146.0,2.0,3.0
1973.0,188019.0,768.0,1.0,2.0
1936.0,163832.0,840.0,1.0,3.0
1966.0,462465.0,1877.0,2.0,4.0
1986.0,238210.0,1381.0,2.0,3.0
1956.0,48581.0,1101.0,2.0,3.0
1954.0,48703.0,1184.0,2.0,4.0
1993.0,228913.0,1197.0,2.0,3.0
1976.0,369854.0,1500.0,2.0,4.0
1926.0,278189.0,1558.0,2.0,4.0
,400000.0,1978.0,0.0,0.0
1890.0,114727.0,1319.0,1.0,3.0
,248544.0,1300.0,0.0,0.0
,450000.0,2226.0,0.0,0.0
1956.0,221034.0,1547.0,2.0,4.0
1965.0,63872.0,1554.0,1.5,2.0
1961.0,74874.0,1202.0,2.0,3.0
1987.0,184916.0,1541.0,2.5,3.0
1950.0,42360.0,1093.0,1.0,3.0
1961.0,166611.0,2256.0,2.5,3.0
1964.0,915403.0,2479.0,3.0,5.0
1966.0,179961.0,2419.0,2.5,4.0
1967.0,856671.0,4264.0,3.0,5.0
2001.0,975545.0,4002.0,4.5,5.0
1991.0,710970.0,3207.0,3.0,4.0
1999.0,675106.0,3770.0,3.5,5.0
1971.0,142670.0,882.0,1.0,2.0
1971.0,217000.0,882.0,1.0,2.0
1971.0,137932.0,882.0,1.0,2.0
1971.0,217000.0,882.0,1.0,2.0
1993.0,334890.0,2071.0,2.5,4.0
1998.0,520000.0,1721.0,2.5,4.0
1962.0,151406.0,1192.0,2.0,4.0
1995.0,491000.0,1464.0,2.0,3.0
1987.0,211782.0,1274.0,2.0,2.0
1987.0,308636.0,1634.0,2.5,4.0
1977.0,177634.0,2510.0,3.0,4.0
1994.0,273864.0,1319.0,2.5,3.0
1995.0,386000.0,1469.0,2.5,4.0
1965.0,228978.0,1110.0,2.0,3.0
1980.0,369000.0,1484.0,2.5,3.0
1984.0,328916.0,1660.0,2.0,3.0
1984.0,579000.0,2415.0,2.5,4.0
1964.0,267029.0,1430.0,2.0,4.0
1966.0,510000.0,1618.0,2.0,4.0
1973.0,90085.0,1388.0,2.0,3.0
1976.0,105183.0,1182.0,1.5,3.0
1976.0,210122.0,1224.0,1.5,3.0
1980.0,227062.0,1858.0,2.5,4.0
1964.0,58929.0,1430.0,2.0,4.0
1985.0,238354.0,1047.0,2.0,2.0
1958.0,401500.0,1272.0,2.0,3.0
1963.0,426000.0,1284.0,2.0,3.0
1965.0,85993.0,1768.0,2.5,5.0
1978.0,153517.0,1057.0,2.0,3.0
1978.0,329102.0,1333.0,2.5,3.0
1976.0,274169.0,1449.0,2.0,3.0
1974.0,100794.0,1135.0,2.0,3.0
1974.0,111404.0,1135.0,2.0,3.0
1961.0,190387.0,1733.0,2.0,4.0
1974.0,146259.0,1278.0,2.0,4.0
1975.0,318087.0,1431.0,2.0,3.0
1978.0,176286.0,2032.0,2.5,4.0
1989.0,568781.0,2723.0,3.0,5.0
1991.0,388367.0,2055.0,2.0,4.0
1990.0,228978.0,1362.0,2.0,2.0
1999.0,319522.0,1849.0,2.0,3.0
1998.0,401112.0,3088.0,3.0,5.0
1996.0,350792.0,2384.0,3.0,5.0
1987.0,420076.0,1721.0,2.5,4.0
1952.0,369000.0,1216.0,1.0,3.0
1955.0,46490.0,1348.0,1.5,3.0
1962.0,254646.0,1166.0,2.0,3.0
1962.0,58055.0,1308.0,2.0,4.0
1973.0,104283.0,1597.0,4.0,4.0
1955.0,134648.0,1430.0,2.0,4.0
1956.0,313192.0,1178.0,2.0,4.0
1955.0,600000.0,3488.0,0.0,0.0
1988.0,543419.0,632.0,1.0,1.0
1970.0,609144.0,2224.0,2.5,5.0
1954.0,514070.0,1284.0,2.0,3.0
1973.0,85871.0,1960.0,2.0,4.0
1976.0,660656.0,2600.0,3.0,4.0
1978.0,603333.0,2971.0,3.0,5.0
1978.0,215485.0,2600.0,3.0,4.0
1981.0,241573.0,1999.0,2.0,4.0
1997.0,248427.0,1928.0,2.5,4.0
1998.0,1485768.0,5265.0,4.5,5.0
1964.0,512476.0,2104.0,2.0,3.0
1961.0,275824.0,2404.0,2.0,4.0
1980.0,294024.0,2882.0,2.5,4.0
1997.0,69975.0,945.0,2.0,2.0
1976.0,627000.0,1980.0,2.0,3.0
1961.0,106171.0,1560.0,1.5,2.0
1975.0,350260.0,1496.0,2.0,3.0
1961.0,462392.0,1316.0,2.0,3.0
1990.0,495954.0,2217.0,3.0,4.0
1978.0,360363.0,1058.0,2.0,3.0
1989.0,324572.0,1328.0,2.0,3.0
1979.0,263765.0,1464.0,2.0,2.0
1978.0,239181.0,1536.0,0.0,0.0
1964.0,342862.0,2027.0,1.5,3.0
1940.0,21704.0,998.0,1.0,4.0
1977.0,265697.0,2040.0,0.0,0.0
1957.0,493000.0,1344.0,2.0,3.0
1978.0,575000.0,1772.0,2.0,3.0
1961.0,357662.0,1386.0,2.0,4.0
1961.0,439822.0,1386.0,2.0,4.0
1965.0,295560.0,1864.0,2.0,3.0
1964.0,450938.0,1528.0,2.0,3.0
1968.0,272633.0,1500.0,2.0,3.0
1969.0,414348.0,1809.0,2.0,3.0
1967.0,260889.0,1673.0,1.5,3.0
1967.0,193106.0,812.0,1.0,1.0
1967.0,463075.0,2377.0,2.5,4.0
1971.0,579793.0,2632.0,2.5,5.0
1977.0,214343.0,1467.0,2.5,3.0
1975.0,287387.0,1244.0,2.0,3.0
1978.0,418763.0,1772.0,2.0,3.0
1979.0,180492.0,1232.0,2.0,2.0
1980.0,154550.0,1370.0,2.5,2.0
1985.0,552468.0,2052.0,2.5,4.0
1960.0,499000.0,1306.0,2.0,4.0
1960.0,54753.0,1216.0,2.0,3.0
1961.0,83183.0,1690.0,2.0,4.0
1962.0,307590.0,1390.0,2.0,4.0
1964.0,241145.0,1217.0,2.0,3.0
1964.0,490000.0,1216.0,2.0,3.0
1964.0,62033.0,1391.0,2.0,3.0
1970.0,84685.0,1647.0,2.0,3.0
1979.0,431694.0,1429.0,2.0,4.0
1981.0,414210.0,1522.0,2.5,3.0
1965.0,349456.0,1866.0,2.0,4.0
1970.0,428073.0,1754.0,2.0,4.0
1973.0,348752.0,1754.0,2.0,4.0
1976.0,334317.0,2743.0,4.5,4.0
1978.0,344304.0,2281.0,3.5,4.0
1978.0,255974.0,1185.0,2.0,2.0
1978.0,492395.0,1829.0,2.0,2.0
1978.0,259016.0,1070.0,2.0,2.0
1979.0,469646.0,1292.0,2.0,3.0
1970.0,349236.0,2105.0,3.0,5.0
1974.0,308816.0,1832.0,2.0,3.0
1974.0,86893.0,1498.0,2.0,3.0
1984.0,274658.0,1309.0,2.0,2.0
