yearbuilt,taxvaluedollarcnt,calculatedfinishedsquarefeet,bathroomcnt,bedroomcnt
1979.0,188750.0,1392.0,2.0,3.0
1985.0,157254.0,1263.0,2.5,2.0
1986.0,191811.0,1264.0,2.5,3.0
1988.0,453597.0,2162.0,2.5,3.0
1989.0,255000.0,986.0,2.0,2.0
1977.0,148884.0,2016.0,2.5,4.0
1978.0,246355.0,3046.0,2.5,4.0
1924.0,142114.0,1040.0,1.0,5.0
1926.0,158988.0,862.0,1.0,2.0
1981.0,174530.0,1306.0,2.0,3.0
1973.0,410155.0,1504.0,2.0,2.0
1957.0,709000.0,1144.0,2.0,3.0
1925.0,420930.0,2408.0,3.0,4.0
1981.0,551889.0,1675.0,2.0,2.0
1930.0,450000.0,950.0,1.0,2.0
1940.0,482022.0,1400.0,2.5,3.0
1926.0,77077.0,1348.0,1.0,2.0
1944.0,463588.0,1475.0,2.0,3.0
1965.0,58250.0,1245.0,1.5,2.0
1948.0,577471.0,2597.0,3.0,3.0
1948.0,584025.0,1170.0,1.0,2.0
1927.0,404098.0,1767.0,2.0,3.0
1941.0,271011.0,1314.0,2.0,3.0
1944.0,224957.0,1527.0,3.0,5.0
1930.0,455949.0,1257.0,2.0,3.0
1939.0,199265.0,889.0,1.0,2.0
1925.0,39668.0,1038.0,1.0,2.0
1951.0,500000.0,1102.0,2.0,2.0
1955.0,115883.0,1293.0,2.0,4.0
1953.0,526000.0,1706.0,2.0,3.0
2005.0,494223.0,1465.0,2.0,3.0
1952.0,425876.0,1239.0,1.0,3.0
1957.0,442892.0,1445.0,2.0,3.0
1956.0,447586.0,1766.0,2.0,3.0
1962.0,620721.0,3054.0,2.5,4.0
1948.0,219085.0,1026.0,1.0,2.0
1962.0,146671.0,2522.0,4.0,4.0
1956.0,349124.0,1763.0,1.5,4.0
1956.0,104881.0,1353.0,2.0,4.0
1958.0,158259.0,1737.0,2.5,4.0
1965.0,145129.0,1178.0,2.0,2.0
1965.0,287634.0,1459.0,2.0,3.0
1965.0,118682.0,1178.0,2.0,2.0
1965.0,215209.0,2003.0,1.5,4.0
1965.0,152908.0,2954.0,2.5,4.0
1956.0,56036.0,1148.0,1.0,3.0
1953.0,89706.0,1241.0,1.0,2.0
1952.0,61112.0,1037.0,1.0,4.0
1999.0,1194000.0,2472.0,2.5,3.0
1976.0,141895.0,2398.0,2.5,5.0
1957.0,68758.0,1441.0,2.0,3.0
1962.0,340740.0,1380.0,2.0,3.0
1962.0,107169.0,2185.0,2.0,4.0
1957.0,329732.0,1771.0,2.0,4.0
1957.0,230910.0,1373.0,2.0,3.0
1957.0,410792.0,1994.0,3.0,3.0
1958.0,367768.0,1275.0,2.0,3.0
1960.0,57016.0,1285.0,2.0,3.0
1962.0,278937.0,1561.0,2.0,4.0
1974.0,391000.0,1344.0,2.0,4.0
1981.0,130036.0,1399.0,2.5,2.0
1985.0,338015.0,1429.0,2.5,3.0
1990.0,239679.0,777.0,1.0,2.0
1965.0,406285.0,1638.0,2.0,3.0
1977.0,493000.0,1734.0,2.0,4.0
1995.0,628000.0,2230.0,3.0,3.0
1995.0,320292.0,1766.0,2.0,3.0
1995.0,585000.0,1866.0,2.5,4.0
1964.0,275463.0,1581.0,2.0,4.0
1964.0,60088.0,1669.0,2.0,4.0
1964.0,281767.0,1718.0,2.5,5.0
1964.0,316258.0,1988.0,3.0,4.0
1965.0,317363.0,2470.0,3.5,5.0
1986.0,601000.0,2457.0,3.0,4.0
1999.0,534680.0,2477.0,3.0,4.0
1998.0,608000.0,2048.0,3.0,4.0
1959.0,245123.0,1244.0,2.0,3.0
1959.0,253532.0,1244.0,2.0,3.0
1963.0,61682.0,1550.0,2.0,4.0
1968.0,78559.0,1854.0,3.0,4.0
1972.0,252923.0,1502.0,2.0,3.0
1968.0,435456.0,2343.0,2.5,4.0
1968.0,88590.0,2083.0,2.5,5.0
1975.0,203965.0,1502.0,2.0,3.0
1991.0,535297.0,2622.0,3.0,4.0
1960.0,438590.0,1556.0,2.0,3.0
1973.0,59065.0,1359.0,2.0,3.0
1974.0,86055.0,1350.0,2.0,3.0
1987.0,323978.0,1274.0,2.0,2.0
1994.0,333244.0,2170.0,2.5,4.0
1989.0,344774.0,1433.0,2.0,3.0
1959.0,56124.0,1380.0,2.0,2.0
1954.0,51273.0,1331.0,2.0,3.0
1930.0,122445.0,1372.0,1.0,2.0
1963.0,258906.0,1492.0,2.0,4.0
1961.0,396427.0,2136.0,2.0,3.0
1963.0,373097.0,1895.0,2.0,4.0
1984.0,94582.0,1146.0,2.0,3.0
1973.0,185197.0,768.0,1.0,2.0
1936.0,161373.0,840.0,1.0,3.0
1966.0,455520.0,1877.0,2.0,4.0
1986.0,234634.0,1381.0,2.0,3.0
1956.0,47853.0,1101.0,2.0,3.0
1954.0,47974.0,1184.0,2.0,4.0
1993.0,225477.0,1197.0,2.0,3.0
1976.0,364300.0,1500.0,2.0,4.0
1926.0,274013.0,1558.0,2.0,4.0
1890.0,113006.0,1319.0,1.0,3.0
1956.0,217716.0,1547.0,2.0,4.0
1965.0,62914.0,1554.0,1.5,2.0
1961.0,73752.0,1202.0,2.0,3.0
1987.0,182140.0,1541.0,2.5,3.0
1950.0,41726.0,1093.0,1.0,3.0
1961.0,164110.0,2256.0,2.5,3.0
1964.0,901654.0,2479.0,3.0,5.0
1966.0,177260.0,2419.0,2.5,4.0
1967.0,843805.0,4264.0,3.0,5.0
2001.0,960894.0,4002.0,4.5,5.0
1991.0,710970.0,3207.0,3.0,4.0
1999.0,664968.0,3770.0,3.5,5.0
1971.0,140528.0,882.0,1.0,2.0
1971.0,208000.0,882.0,1.0,2.0
1971.0,135862.0,882.0,1.0,2.0
1971.0,208000.0,882.0,1.0,2.0
1993.0,329861.0,2071.0,2.5,4.0
1998.0,505000.0,1721.0,2.5,4.0
1962.0,149134.0,1192.0,2.0,4.0
1995.0,482000.0,1464.0,2.0,3.0
1987.0,208603.0,1274.0,2.0,2.0
1987.0,304002.0,1634.0,2.5,4.0
1977.0,174968.0,2510.0,3.0,4.0
1994.0,269752.0,1319.0,2.5,3.0
1995.0,388000.0,1469.0,2.5,4.0
1965.0,225540.0,1110.0,2.0,3.0
1980.0,343000.0,1484.0,2.5,3.0
1984.0,323978.0,1660.0,2.0,3.0
1984.0,554000.0,2415.0,2.5,4.0
1964.0,263019.0,1430.0,2.0,4.0
1966.0,467000.0,1618.0,2.0,4.0
1973.0,88733.0,1388.0,2.0,3.0
1976.0,103605.0,1182.0,1.5,3.0
1976.0,206968.0,1224.0,1.5,3.0
1980.0,223653.0,1858.0,2.5,4.0
1964.0,58046.0,1430.0,2.0,4.0
1985.0,234776.0,1047.0,2.0,2.0
1958.0,194654.0,1272.0,2.0,3.0
1963.0,427000.0,1284.0,2.0,3.0
1965.0,84703.0,1768.0,2.5,5.0
1978.0,151213.0,1057.0,2.0,3.0
1978.0,315000.0,1333.0,2.5,3.0
1976.0,270053.0,1449.0,2.0,3.0
1974.0,99282.0,1135.0,2.0,3.0
1974.0,109732.0,1135.0,2.0,3.0
1961.0,187529.0,1733.0,2.0,4.0
1974.0,144064.0,1278.0,2.0,4.0
1975.0,313311.0,1431.0,2.0,3.0
1978.0,173640.0,2032.0,2.5,4.0
1989.0,560240.0,2723.0,3.0,5.0
1991.0,382535.0,2055.0,2.0,4.0
1990.0,225540.0,1362.0,2.0,2.0
1999.0,314724.0,1849.0,2.0,3.0
1998.0,395089.0,3088.0,3.0,5.0
1996.0,345524.0,2384.0,3.0,5.0
1987.0,413768.0,1721.0,2.5,4.0
1952.0,362000.0,1216.0,1.0,3.0
1955.0,45794.0,1348.0,1.5,3.0
1962.0,250822.0,1166.0,2.0,3.0
1962.0,57184.0,1308.0,2.0,4.0
1973.0,102718.0,1597.0,4.0,4.0
1955.0,132627.0,1430.0,2.0,4.0
1956.0,308491.0,1178.0,2.0,4.0
1988.0,535259.0,632.0,1.0,1.0
1970.0,322163.0,2224.0,2.5,5.0
1954.0,506350.0,1284.0,2.0,3.0
1973.0,84583.0,1960.0,2.0,4.0
1976.0,650735.0,2600.0,3.0,4.0
1978.0,594272.0,2971.0,3.0,5.0
1978.0,212250.0,2600.0,3.0,4.0
1981.0,237947.0,1999.0,2.0,4.0
1997.0,244697.0,1928.0,2.5,4.0
1998.0,1463452.0,5265.0,4.5,5.0
1964.0,504780.0,2104.0,2.0,3.0
1961.0,271682.0,2404.0,2.0,4.0
1980.0,289609.0,2882.0,2.5,4.0
1997.0,68925.0,945.0,2.0,2.0
1976.0,646000.0,1980.0,2.0,3.0
1961.0,104578.0,1560.0,1.5,2.0
1975.0,345000.0,1496.0,2.0,3.0
1961.0,455448.0,1316.0,2.0,3.0
1990.0,488506.0,2217.0,3.0,4.0
1978.0,354952.0,1058.0,2.0,3.0
1989.0,319699.0,1328.0,2.0,3.0
1964.0,337714.0,2027.0,1.5,3.0
1940.0,21380.0,998.0,1.0,4.0
1957.0,443000.0,1344.0,2.0,3.0
1978.0,526000.0,1772.0,2.0,3.0
1961.0,352292.0,1386.0,2.0,4.0
1961.0,433216.0,1386.0,2.0,4.0
1965.0,291122.0,1864.0,2.0,3.0
1964.0,444166.0,1528.0,2.0,3.0
1968.0,268540.0,1500.0,2.0,3.0
1969.0,408126.0,1809.0,2.0,3.0
1967.0,256973.0,1673.0,1.5,3.0
1967.0,190206.0,812.0,1.0,1.0
1967.0,456121.0,2377.0,2.5,4.0
1971.0,571086.0,2632.0,2.5,5.0
1977.0,211125.0,1467.0,2.5,3.0
1975.0,283072.0,1244.0,2.0,3.0
1978.0,412475.0,1772.0,2.0,3.0
1979.0,177782.0,1232.0,2.0,2.0
1980.0,152230.0,1370.0,2.5,2.0
1985.0,544172.0,2052.0,2.5,4.0
1960.0,433000.0,1306.0,2.0,4.0
1960.0,53932.0,1216.0,2.0,3.0
1961.0,81935.0,1690.0,2.0,4.0
1962.0,302972.0,1390.0,2.0,4.0
1964.0,237524.0,1217.0,2.0,3.0
1964.0,375904.0,1216.0,2.0,3.0
1964.0,61103.0,1391.0,2.0,3.0
1970.0,83414.0,1647.0,2.0,3.0
1979.0,425210.0,1429.0,2.0,4.0
1981.0,407991.0,1522.0,2.5,3.0
1965.0,344208.0,1866.0,2.0,4.0
1970.0,421645.0,1754.0,2.0,4.0
1973.0,343515.0,1754.0,2.0,4.0
1976.0,314424.0,2572.0,3.5,4.0
1978.0,339134.0,2281.0,3.5,4.0
1978.0,252132.0,1185.0,2.0,2.0
1978.0,485000.0,1829.0,2.0,2.0
1978.0,255126.0,1070.0,2.0,2.0
1979.0,462594.0,1292.0,2.0,3.0
1970.0,343993.0,2105.0,3.0,5.0
1974.0,304179.0,1832.0,2.0,3.0
1974.0,85590.0,1498.0,2.0,3.0
1984.0,270534.0,1309.0,2.0,2.0
1974.0,87465.0,1498.0,2.0,3.0
1976.0,62612.0,887.0,2.0,2.0
1974.0,304000.0,887.0,2.0,2.0
1977.0,222336.0,1070.0,2.0,2.0
1977.0,218685.0,1498.0,2.0,3.0
1977.0,50308.0,1108.0,2.0,2.0
1977.0,131005.0,2032.0,2.5,4.0
1983.0,215452.0,1582.0,2.0,3.0
1978.0,366122.0,1058.0,2.0,3.0
1978.0,296737.0,1574.0,2.0,4.0
1979.0,409716.0,1281.0,2.0,3.0
1979.0,184182.0,1281.0,2.0,3.0
1981.0,293880.0,1292.0,2.0,3.0
1986.0,558907.0,2190.0,2.5,4.0
1985.0,521000.0,1459.0,2.0,3.0
1985.0,521000.0,1719.0,2.5,3.0
1993.0,357036.0,1992.0,3.0,4.0
1994.0,250201.0,1325.0,2.0,3.0
2001.0,1219000.0,3850.0,3.5,5.0
1994.0,1000215.0,2924.0,3.0,4.0
1971.0,322202.0,2194.0,2.0,5.0
1987.0,426661.0,3143.0,3.0,4.0
1989.0,245534.0,1359.0,2.0,2.0
1989.0,192724.0,2624.0,3.5,4.0
1992.0,543000.0,1950.0,2.0,4.0
1996.0,308250.0,1973.0,2.0,3.0
1965.0,360110.0,1382.0,2.5,3.0
1969.0,390709.0,1958.0,2.0,5.0
1977.0,119740.0,1561.0,2.5,3.0
1986.0,348991.0,2711.0,3.0,4.0
1985.0,279219.0,2211.0,2.5,4.0
1988.0,390252.0,2312.0,3.0,4.0
1935.0,150719.0,2052.0,2.0,3.0
1969.0,477000.0,2594.0,2.5,4.0
1960.0,67400.0,1197.0,2.0,3.0
1962.0,322202.0,1524.0,2.0,3.0
1962.0,68291.0,1693.0,2.0,5.0
1962.0,323855.0,1845.0,4.0,4.0
1965.0,276351.0,1419.0,2.0,4.0
1983.0,167639.0,1523.0,2.5,3.0
1975.0,114546.0,1863.0,2.0,4.0
1975.0,197421.0,1476.0,2.0,3.0
1976.0,97774.0,1414.0,2.0,3.0
1980.0,252954.0,1051.0,1.5,2.0
1982.0,249453.0,1441.0,2.0,2.0
1993.0,270065.0,1374.0,2.0,3.0
1997.0,429606.0,2152.0,3.0,4.0
1999.0,510160.0,2440.0,3.0,5.0
1974.0,215431.0,1253.0,2.0,3.0
1973.0,114983.0,916.0,1.5,2.0
1984.0,432000.0,2112.0,2.5,3.0
1984.0,291726.0,2055.0,3.5,3.0
1969.0,313526.0,1588.0,2.0,4.0
1973.0,196494.0,1306.0,2.0,2.0
1976.0,205971.0,1650.0,2.0,4.0
1974.0,254775.0,1599.0,2.0,4.0
1977.0,259872.0,1678.0,2.0,4.0
1971.0,110078.0,2192.0,3.0,4.0
1976.0,144693.0,1804.0,2.0,4.0
1976.0,819383.0,1620.0,2.0,3.0
1992.0,439502.0,2164.0,2.0,2.0
1970.0,59572.0,1151.0,2.0,2.0
1972.0,307550.0,1282.0,2.0,3.0
1971.0,172000.0,892.0,1.0,2.0
1971.0,74554.0,856.0,1.0,2.0
1971.0,120284.0,892.0,1.0,2.0
1971.0,38936.0,806.0,1.0,2.0
1972.0,149131.0,1128.0,2.0,3.0
1977.0,217000.0,1196.0,2.0,3.0
1977.0,125858.0,1268.0,1.5,2.0
1973.0,151976.0,967.0,2.0,2.0
1978.0,275383.0,1002.0,2.0,2.0
1986.0,184936.0,1255.0,2.0,2.0
1986.0,320058.0,1566.0,2.5,3.0
1989.0,370206.0,2442.0,3.0,4.0
2003.0,983000.0,2638.0,3.5,4.0
1961.0,104204.0,1817.0,2.5,3.0
1973.0,595000.0,1138.0,2.0,3.0
1988.0,916760.0,3076.0,3.0,3.0
1967.0,703786.0,1680.0,2.0,3.0
1976.0,179336.0,918.0,2.0,2.0
1987.0,342119.0,1369.0,2.0,2.0
1949.0,196548.0,1094.0,1.0,2.0
1952.0,61101.0,1768.0,2.0,6.0
1939.0,45807.0,1322.0,2.0,3.0
1941.0,296787.0,1272.0,2.0,2.0
1960.0,461828.0,3094.0,3.0,4.0
1961.0,237794.0,1842.0,2.5,3.0
1974.0,443000.0,1878.0,2.0,3.0
1949.0,148704.0,825.0,2.0,2.0
1950.0,95154.0,1811.0,3.0,4.0
1961.0,94603.0,1082.0,1.5,2.0
1964.0,90884.0,1260.0,2.0,4.0
1908.0,334000.0,1102.0,1.0,2.0
1944.0,235720.0,1118.0,1.0,3.0
1978.0,253787.0,1538.0,2.0,3.0
1981.0,183688.0,1358.0,2.0,3.0
1993.0,245904.0,1750.0,2.5,3.0
1992.0,183327.0,1077.0,2.5,2.0
1951.0,312867.0,1928.0,2.5,4.0
1951.0,95882.0,1871.0,2.0,5.0
1947.0,36622.0,1062.0,1.0,2.0
1955.0,245596.0,1233.0,2.0,4.0
1958.0,45809.0,1071.0,2.0,3.0
1943.0,204060.0,1108.0,2.0,3.0
1959.0,373000.0,1384.0,2.0,3.0
1950.0,238473.0,1500.0,2.0,3.0
1950.0,268502.0,1385.0,1.0,3.0
1954.0,179336.0,1264.0,2.0,3.0
1954.0,239324.0,1504.0,2.0,3.0
1954.0,345000.0,1558.0,3.0,3.0
1955.0,57377.0,1502.0,2.0,3.0
1957.0,149090.0,1041.0,2.0,3.0
1959.0,55997.0,1792.0,2.0,3.0
1959.0,56658.0,1729.0,2.0,3.0
1959.0,213788.0,1373.0,2.0,3.0
1959.0,50909.0,1373.0,2.0,3.0
1960.0,51256.0,1128.0,2.0,3.0
1959.0,50620.0,1252.0,2.0,3.0
1971.0,119138.0,1012.0,1.0,3.0
1940.0,432169.0,2200.0,2.0,3.0
1975.0,345052.0,1296.0,2.0,3.0
1953.0,352663.0,371.0,1.0,1.0
1978.0,139553.0,1967.0,2.5,4.0
1970.0,108647.0,1139.0,2.0,2.0
1973.0,100810.0,1696.0,2.0,4.0
1980.0,825000.0,2220.0,2.5,3.0
1995.0,392377.0,2661.0,3.0,4.0
1977.0,430334.0,1306.0,2.0,3.0
1955.0,440347.0,680.0,1.0,2.0
1987.0,223783.0,1286.0,2.0,2.0
1952.0,63741.0,1848.0,2.0,4.0
1953.0,282867.0,1448.0,1.5,3.0
1953.0,210283.0,1536.0,2.0,3.0
1955.0,311860.0,1840.0,2.0,4.0
1957.0,48424.0,1245.0,2.0,3.0
1993.0,271726.0,1670.0,2.5,3.0
1973.0,183320.0,968.0,2.0,3.0
1978.0,423921.0,1780.0,2.5,3.0
1974.0,421513.0,1198.0,2.0,2.0
1976.0,531642.0,1485.0,2.5,3.0
1998.0,285580.0,2336.0,3.0,5.0
1963.0,38643.0,1023.0,1.0,3.0
1969.0,61453.0,1260.0,2.0,4.0
1949.0,114982.0,972.0,1.0,3.0
1949.0,90464.0,779.0,1.0,2.0
1949.0,181696.0,1040.0,1.0,3.0
1957.0,230706.0,1635.0,1.5,3.0
1966.0,372292.0,1276.0,2.0,4.0
1966.0,325683.0,1513.0,2.0,3.0
1963.0,141323.0,1180.0,2.0,4.0
1971.0,213908.0,1576.0,2.0,4.0
1976.0,360000.0,1347.0,2.0,4.0
1975.0,124284.0,792.0,1.0,2.0
1980.0,240275.0,1611.0,2.0,4.0
1969.0,71055.0,1197.0,2.0,3.0
1966.0,121499.0,1760.0,2.0,3.0
1971.0,199557.0,1416.0,2.0,3.0
1978.0,164293.0,2270.0,2.5,4.0
1978.0,402836.0,2550.0,2.5,4.0
1971.0,49471.0,1120.0,1.5,3.0
1982.0,230614.0,1576.0,2.0,4.0
1973.0,80793.0,1615.0,2.0,4.0
1977.0,182687.0,1576.0,2.0,4.0
1981.0,225000.0,1344.0,2.0,3.0
1969.0,152071.0,1587.0,2.0,4.0
1979.0,171167.0,1919.0,2.5,4.0
1979.0,150069.0,1768.0,2.5,3.0
1968.0,128101.0,1781.0,3.0,4.0
1968.0,267864.0,1416.0,2.0,3.0
1982.0,234518.0,1959.0,2.5,3.0
1997.0,185913.0,1100.0,2.0,3.0
1981.0,355765.0,2269.0,2.5,4.0
1977.0,223858.0,1197.0,2.0,3.0
1985.0,351778.0,1211.0,2.0,2.0
1987.0,390156.0,1277.0,2.0,2.0
1988.0,238742.0,1473.0,3.0,3.0
1989.0,82334.0,1365.0,2.5,2.0
1979.0,442977.0,3042.0,2.5,3.0
1981.0,660000.0,2967.0,3.0,4.0
2000.0,519215.0,2391.0,3.5,4.0
2003.0,997746.0,4015.0,4.0,5.0
2001.0,959402.0,3821.0,3.0,4.0
1981.0,328730.0,2242.0,2.0,4.0
1984.0,407000.0,1587.0,2.5,3.0
1995.0,683290.0,4092.0,4.5,5.0
1994.0,634000.0,2386.0,2.5,4.0
1993.0,275000.0,1020.0,2.0,1.0
1995.0,358000.0,1407.0,2.5,2.0
1984.0,399742.0,2735.0,2.5,4.0
1985.0,571668.0,2909.0,3.0,5.0
1985.0,394472.0,1942.0,3.0,3.0
1986.0,311637.0,2112.0,2.5,3.0
1987.0,401982.0,2937.0,2.5,3.0
1987.0,535488.0,2120.0,2.5,3.0
1987.0,413297.0,2120.0,2.5,3.0
1987.0,567000.0,1762.0,2.5,3.0
1988.0,399616.0,2060.0,3.0,4.0
1980.0,382265.0,1605.0,2.0,3.0
1983.0,402820.0,1723.0,3.0,3.0
1979.0,337827.0,1858.0,2.0,4.0
1987.0,403650.0,2267.0,2.5,4.0
1997.0,402891.0,1420.0,2.5,2.0
1997.0,305637.0,1850.0,2.5,3.0
1965.0,111363.0,880.0,1.0,2.0
1957.0,41028.0,1040.0,1.5,3.0
1959.0,192623.0,1558.0,2.0,4.0
1978.0,180085.0,1038.0,2.0,3.0
1982.0,535488.0,2066.0,2.5,4.0
1947.0,234979.0,837.0,1.0,2.0
1974.0,454000.0,2467.0,3.0,6.0
1979.0,373480.0,1839.0,3.0,5.0
1980.0,232384.0,1514.0,1.5,3.0
1980.0,305000.0,1339.0,2.0,2.0
1980.0,210086.0,2437.0,2.5,4.0
1984.0,232958.0,1346.0,2.0,3.0
1987.0,210026.0,1365.0,2.0,3.0
1987.0,288494.0,1780.0,3.5,4.0
1991.0,619000.0,2199.0,2.5,4.0
1996.0,479553.0,2531.0,3.0,4.0
1966.0,672166.0,2232.0,3.0,4.0
1977.0,111135.0,956.0,1.0,2.0
1989.0,834516.0,3028.0,3.0,4.0
1968.0,233285.0,1986.0,2.5,3.0
1973.0,252716.0,1456.0,2.0,3.0
1973.0,732000.0,2493.0,2.0,4.0
1976.0,595902.0,1859.0,2.0,3.0
1978.0,359368.0,2184.0,2.5,4.0
1980.0,213177.0,2184.0,2.5,4.0
1963.0,237130.0,1566.0,2.0,3.0
1963.0,451088.0,1626.0,2.0,4.0
1966.0,469246.0,1980.0,2.5,3.0
1969.0,121612.0,2600.0,2.5,4.0
1962.0,325999.0,2182.0,3.0,5.0
1962.0,600026.0,2383.0,3.0,5.0
1962.0,513333.0,2383.0,3.0,6.0
1962.0,657000.0,2085.0,2.0,5.0
1974.0,260084.0,836.0,1.0,2.0
1974.0,157343.0,927.0,2.0,2.0
1978.0,246000.0,704.0,1.0,1.0
1981.0,232306.0,1048.0,1.5,2.0
1981.0,407991.0,1508.0,3.0,3.0
1967.0,416676.0,2243.0,2.5,4.0
1987.0,405614.0,1811.0,2.5,3.0
1927.0,778943.0,2986.0,2.5,5.0
1970.0,278650.0,1658.0,2.0,4.0
1977.0,374910.0,1945.0,3.0,4.0
1975.0,375052.0,1888.0,3.0,4.0
1976.0,287851.0,2150.0,3.0,4.0
1977.0,548676.0,1569.0,2.0,3.0
1990.0,395846.0,1901.0,2.5,4.0
1981.0,563821.0,2619.0,3.0,3.0
1985.0,889000.0,2774.0,2.5,4.0
1997.0,642031.0,3243.0,3.0,4.0
1996.0,971000.0,3243.0,3.0,4.0
1997.0,601099.0,1631.0,2.5,3.0
1996.0,683066.0,2109.0,3.0,3.0
1996.0,362014.0,1733.0,2.5,3.0
1997.0,814562.0,2848.0,3.0,5.0
1972.0,310720.0,1004.0,1.0,2.0
1974.0,325476.0,1486.0,2.0,3.0
1972.0,254770.0,1152.0,1.5,3.0
1973.0,279144.0,1372.0,2.0,3.0
1976.0,545689.0,1452.0,2.0,3.0
1976.0,150377.0,1152.0,1.5,3.0
1986.0,645263.0,2558.0,2.5,4.0
1986.0,528537.0,3076.0,2.5,4.0
1986.0,553902.0,2459.0,2.0,3.0
1987.0,268818.0,1646.0,2.0,3.0
1987.0,525888.0,3014.0,3.0,4.0
1987.0,616277.0,3014.0,3.0,4.0
1986.0,405080.0,1472.0,2.5,3.0
1986.0,62132.0,1510.0,3.0,3.0
1994.0,192726.0,1621.0,2.5,3.0
1964.0,449810.0,1544.0,2.0,3.0
1986.0,339134.0,1695.0,2.5,3.0
1986.0,512000.0,1457.0,2.0,2.0
1986.0,455000.0,1579.0,2.5,3.0
1987.0,612948.0,2170.0,2.0,3.0
1988.0,280666.0,1419.0,2.0,2.0
